,date,time,temperature_celsius,weather,wind_speed_km,wind_direction,humidity,barometer_mbar,visibility,degree,Cleaned Wind Direction,alerta_crecida,TIME,HEIGH_m
24917,2024-11-19,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,1.1
24910,2024-11-19,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,1.1
24909,2024-11-19,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,1.1
24908,2024-11-19,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,1.1
24907,2024-11-19,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,17:23:00,0.48
24902,2024-11-19,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.48
24901,2024-11-19,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.48
24900,2024-11-19,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.48
24899,2024-11-19,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.48
24923,2024-11-20,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,23:40:00,1.54
24924,2024-11-20,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,23:40:00,1.54
24930,2024-11-20,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,23:40:00,1.54
24925,2024-11-20,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,1.54
24926,2024-11-20,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,1.54
24927,2024-11-20,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,1.54
24918,2024-11-20,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.54
24928,2024-11-20,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.54
24929,2024-11-20,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,1.54
24931,2024-11-20,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,06:34:00,0.58
24941,2024-11-20,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,0.58
24940,2024-11-20,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,0.58
24939,2024-11-20,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,0.58
24938,2024-11-20,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,11:03:00,0.97
24937,2024-11-20,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,0.97
24935,2024-11-20,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,0.97
24942,2024-11-20,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,0.97
24936,2024-11-20,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,0.97
24934,2024-11-20,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,0.97
24933,2024-11-20,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.97
24932,2024-11-20,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.97
24919,2024-11-20,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.97
24920,2024-11-20,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.97
24921,2024-11-20,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.97
24922,2024-11-20,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.97
24947,2024-11-21,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.97
24953,2024-11-21,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.97
24955,2024-11-21,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.97
24943,2024-11-21,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.97
24946,2024-11-21,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,0.97
24945,2024-11-21,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,0.97
24944,2024-11-21,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.97
24948,2024-11-21,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.97
24954,2024-11-21,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,0.97
24957,2024-11-21,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,0.97
24956,2024-11-21,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,07:44:00,0.61
24966,2024-11-21,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,0.61
24965,2024-11-21,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,0.61
24964,2024-11-21,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,0.61
24963,2024-11-21,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,11:46:00,0.83
24961,2024-11-21,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,0.83
24967,2024-11-21,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,0.83
24960,2024-11-21,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,0.83
24962,2024-11-21,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,0.83
24959,2024-11-21,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.83
24958,2024-11-21,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.83
24952,2024-11-21,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,18:38:00,0.46
24951,2024-11-21,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.46
24950,2024-11-21,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.46
24949,2024-11-21,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.46
24972,2024-11-22,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.46
24978,2024-11-22,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.46
24987,2024-11-22,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.46
24968,2024-11-22,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,00:38:00,1.54
24971,2024-11-22,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,1.54
24970,2024-11-22,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,1.54
24969,2024-11-22,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.54
24973,2024-11-22,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.54
24979,2024-11-22,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,1.54
24980,2024-11-22,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,1.54
24981,2024-11-22,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,1.54
24991,2024-11-22,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,09:04:00,0.62
24990,2024-11-22,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,0.62
24989,2024-11-22,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,0.62
24988,2024-11-22,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,0.62
24986,2024-11-22,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,12:31:00,0.69
24992,2024-11-22,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,12:31:00,0.69
24985,2024-11-22,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,0.69
24984,2024-11-22,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,0.69
24983,2024-11-22,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.69
24982,2024-11-22,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.69
24977,2024-11-22,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,19:14:00,0.44
24976,2024-11-22,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.44
24975,2024-11-22,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.44
24974,2024-11-22,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.44
24998,2024-11-23,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.44
24999,2024-11-23,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.44
25005,2024-11-23,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.44
25000,2024-11-23,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.44
25001,2024-11-23,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,01:41:00,1.52
25002,2024-11-23,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,1.52
24993,2024-11-23,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.52
25003,2024-11-23,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.52
25004,2024-11-23,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,1.52
25006,2024-11-23,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,1.52
25016,2024-11-23,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,1.52
25015,2024-11-23,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,1.52
25014,2024-11-23,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.52
25013,2024-11-23,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.52
25012,2024-11-23,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,12:15:00,0.58
25010,2024-11-23,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,0.58
25017,2024-11-23,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,0.58
25011,2024-11-23,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,14:14:00,0.59
25009,2024-11-23,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,0.59
25008,2024-11-23,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.59
25007,2024-11-23,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.59
24994,2024-11-23,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.59
24995,2024-11-23,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,19:48:00,0.42
24996,2024-11-23,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.42
24997,2024-11-23,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.42
25022,2024-11-24,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.42
25028,2024-11-24,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.42
25030,2024-11-24,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.42
25018,2024-11-24,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.42
25021,2024-11-24,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,0.42
25020,2024-11-24,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,02:47:00,1.48
25019,2024-11-24,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.48
25023,2024-11-24,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.48
25029,2024-11-24,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,1.48
25042,2024-11-24,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,1.48
25031,2024-11-24,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,1.48
25032,2024-11-24,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,1.48
25033,2024-11-24,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.48
25034,2024-11-24,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.48
25035,2024-11-24,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,1.48
25036,2024-11-24,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,13:22:00,0.5
25037,2024-11-24,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,13:22:00,0.5
25038,2024-11-24,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,0.5
25039,2024-11-24,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,0.5
25040,2024-11-24,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,15:57:00,0.53
25041,2024-11-24,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.53
25027,2024-11-24,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.53
25026,2024-11-24,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,20:23:00,0.41
25025,2024-11-24,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.41
25024,2024-11-24,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.41
25046,2024-11-25,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.41
25052,2024-11-25,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.41
25059,2024-11-25,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.41
25045,2024-11-25,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.41
25044,2024-11-25,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,0.41
25043,2024-11-25,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,0.41
25047,2024-11-25,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,03:52:00,1.43
25053,2024-11-25,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.43
25054,2024-11-25,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,1.43
25055,2024-11-25,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,1.43
25066,2024-11-25,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,1.43
25065,2024-11-25,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,1.43
25064,2024-11-25,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.43
25063,2024-11-25,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.43
25062,2024-11-25,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,1.43
25060,2024-11-25,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,1.43
25067,2024-11-25,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,1.43
25061,2024-11-25,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,13:55:00,0.45
25058,2024-11-25,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,0.45
25057,2024-11-25,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.45
25056,2024-11-25,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,17:02:00,0.53
25051,2024-11-25,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.53
25050,2024-11-25,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.53
25049,2024-11-25,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,21:00:00,0.42
25048,2024-11-25,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.42
25072,2024-11-26,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.42
25078,2024-11-26,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.42
25087,2024-11-26,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.42
25071,2024-11-26,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.42
25070,2024-11-26,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,0.42
25069,2024-11-26,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,0.42
25068,2024-11-26,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.42
25077,2024-11-26,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,04:50:00,1.38
25079,2024-11-26,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,1.38
25080,2024-11-26,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,1.38
25081,2024-11-26,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,1.38
25091,2024-11-26,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,1.38
25090,2024-11-26,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.38
