,date,time,temperature_celsius,weather,wind_speed_km,wind_direction,humidity,barometer_mbar,visibility,degree,Cleaned Wind Direction,alerta_crecida,TIME,HEIGH_m
6647,2022-09-27,20:00:00,17,Clear,9,Wind blowing from 190° South to North,0.88,1013,8.0,190.0,South,YES,,0.44
6644,2022-09-27,22:00:00,17,Clear,7,Wind blowing from 190° South to North,0.88,1014,8.0,190.0,South,YES,,0.44
6649,2022-09-27,23:00:00,17,Cloudy,17,Wind blowing from 180° South to North,0.73,1016,,180.0,South,YES,,0.44
6687,2022-09-28,00:00:00,16,Clear,4,Wind blowing from 0° North to South,0.88,1013,16.0,0.0,North,YES,,0.44
6686,2022-09-28,01:00:00,16,Cloudy,6,Wind blowing from 350° North to South,0.88,1013,,350.0,North,YES,,0.44
6685,2022-09-28,02:00:00,15,Clear,9,Wind blowing from 330° North-northwest to South-southeast,0.88,1013,16.0,330.0,Northwest,YES,,0.44
6684,2022-09-28,03:00:00,16,Cloudy,7,Wind blowing from 340° North-northwest to South-southeast,0.88,1013,,340.0,North,YES,,0.44
6677,2022-09-28,04:00:00,16,Cloudy,7,Wind blowing from 350° North to South,0.88,1012,,350.0,North,YES,04:10:00,0.42
6683,2022-09-28,05:00:00,16,Cloudy,7,Wind blowing from 60° East-northeast to West-southwest,0.88,1012,,60.0,Northeast,YES,,0.42
6682,2022-09-28,06:00:00,15,Cloudy,6,Wind blowing from 120° East-southeast to West-northwest,0.88,1011,,120.0,Southeast,YES,,0.42
6681,2022-09-28,07:00:00,16,Clear,7,Wind blowing from 110° East-southeast to West-northwest,0.88,1011,16.0,110.0,East,YES,,0.42
6680,2022-09-28,08:00:00,15,Clear,13,Wind blowing from 80° East to West,0.94,1012,16.0,80.0,East,YES,,0.42
6679,2022-09-28,09:00:00,16,Clear,11,Wind blowing from 80° East to West,0.88,1013,16.0,80.0,East,YES,,0.42
6676,2022-09-28,10:00:00,15,Light Rain,4,Wind blowing from 0° North to South,1.0,1013,5.0,0.0,North,YES,09:52:00,1.15
6678,2022-09-28,10:00:00,16,Light Rain,6,Wind blowing from 70° East-northeast to West-southwest,0.88,1013,4.0,70.0,East,YES,09:52:00,1.15
6688,2022-09-28,10:00:00,15,Rainy,0,Wind blowing from 0° North to South,0.94,1013,3.0,0.0,North,YES,09:52:00,1.15
6669,2022-09-28,11:00:00,16,Clear,2,Wind blowing from 0° North to South,0.94,1012,16.0,0.0,North,YES,,1.15
6665,2022-09-28,12:00:00,16,Light Rain,7,Wind blowing from 40° Northeast to Southwest,0.88,1012,8.0,40.0,Northeast,YES,,1.15
6666,2022-09-28,13:00:00,16,Cloudy,6,Wind blowing from 60° East-northeast to West-southwest,0.94,1012,,60.0,Northeast,YES,,1.15
6667,2022-09-28,14:00:00,17,Cloudy,4,Wind blowing from 0° North to South,0.88,1012,,0.0,North,YES,,1.15
6664,2022-09-28,15:00:00,16,Cloudy,7,Wind blowing from 80° East to West,0.94,1011,9.0,80.0,East,YES,,1.15
6668,2022-09-28,16:00:00,16,Clear,6,Wind blowing from 0° North to South,0.88,1011,9.0,0.0,North,YES,,1.15
6670,2022-09-28,17:00:00,16,Clear,4,Wind blowing from 0° North to South,0.88,1011,9.0,0.0,North,YES,17:07:00,0.44
6671,2022-09-28,18:00:00,17,Fog,4,Wind blowing from 0° North to South,0.88,1012,4.0,0.0,North,YES,,0.44
6672,2022-09-28,19:00:00,17,Clear,9,Wind blowing from 200° South-southwest to North-northeast,0.83,1013,6.0,200.0,South,YES,,0.44
6673,2022-09-28,20:00:00,17,Clear,9,Wind blowing from 190° South to North,0.88,1013,8.0,190.0,South,YES,,0.44
6674,2022-09-28,22:00:00,17,Clear,7,Wind blowing from 190° South to North,0.88,1014,8.0,190.0,South,YES,21:37:00,0.91
6675,2022-09-28,23:00:00,17,Cloudy,17,Wind blowing from 180° South to North,0.73,1016,,180.0,South,YES,,0.91
6713,2022-09-29,00:00:00,16,Clear,4,Wind blowing from 0° North to South,0.88,1013,16.0,0.0,North,NO,,0.91
6712,2022-09-29,01:00:00,16,Cloudy,6,Wind blowing from 350° North to South,0.88,1013,,350.0,North,NO,,0.91
6711,2022-09-29,02:00:00,15,Clear,9,Wind blowing from 330° North-northwest to South-southeast,0.88,1013,16.0,330.0,Northwest,NO,,0.91
6710,2022-09-29,03:00:00,16,Cloudy,7,Wind blowing from 340° North-northwest to South-southeast,0.88,1013,,340.0,North,NO,,0.91
6709,2022-09-29,04:00:00,16,Cloudy,7,Wind blowing from 350° North to South,0.88,1012,,350.0,North,NO,,0.91
6708,2022-09-29,05:00:00,16,Cloudy,7,Wind blowing from 60° East-northeast to West-southwest,0.88,1012,,60.0,Northeast,NO,05:00:00,0.41
6707,2022-09-29,06:00:00,15,Cloudy,6,Wind blowing from 120° East-southeast to West-northwest,0.88,1011,,120.0,Southeast,NO,,0.41
6706,2022-09-29,07:00:00,16,Clear,7,Wind blowing from 110° East-southeast to West-northwest,0.88,1011,16.0,110.0,East,NO,,0.41
6705,2022-09-29,08:00:00,15,Clear,13,Wind blowing from 80° East to West,0.94,1012,16.0,80.0,East,NO,,0.41
6704,2022-09-29,09:00:00,16,Clear,11,Wind blowing from 80° East to West,0.88,1013,16.0,80.0,East,NO,,0.41
6701,2022-09-29,10:00:00,15,Light Rain,4,Wind blowing from 0° North to South,1.0,1013,5.0,0.0,North,NO,10:23:00,1.13
6702,2022-09-29,10:00:00,15,Rainy,0,Wind blowing from 0° North to South,0.94,1013,3.0,0.0,North,NO,10:23:00,1.13
6703,2022-09-29,10:00:00,16,Light Rain,6,Wind blowing from 70° East-northeast to West-southwest,0.88,1013,4.0,70.0,East,NO,10:23:00,1.13
6699,2022-09-29,11:00:00,16,Clear,2,Wind blowing from 0° North to South,0.94,1012,16.0,0.0,North,NO,,1.13
6689,2022-09-29,12:00:00,16,Light Rain,7,Wind blowing from 40° Northeast to Southwest,0.88,1012,8.0,40.0,Northeast,NO,,1.13
6690,2022-09-29,13:00:00,16,Cloudy,6,Wind blowing from 60° East-northeast to West-southwest,0.94,1012,,60.0,Northeast,NO,,1.13
6691,2022-09-29,14:00:00,17,Cloudy,4,Wind blowing from 0° North to South,0.88,1012,,0.0,North,NO,,1.13
6692,2022-09-29,15:00:00,16,Cloudy,7,Wind blowing from 80° East to West,0.94,1011,9.0,80.0,East,NO,,1.13
6693,2022-09-29,16:00:00,16,Clear,6,Wind blowing from 0° North to South,0.88,1011,9.0,0.0,North,NO,,1.13
6700,2022-09-29,17:00:00,16,Clear,4,Wind blowing from 0° North to South,0.88,1011,9.0,0.0,North,NO,,1.13
6695,2022-09-29,18:00:00,17,Fog,4,Wind blowing from 0° North to South,0.88,1012,4.0,0.0,North,NO,17:38:00,0.46
6696,2022-09-29,19:00:00,17,Clear,9,Wind blowing from 200° South-southwest to North-northeast,0.83,1013,6.0,200.0,South,NO,,0.46
6697,2022-09-29,20:00:00,17,Clear,9,Wind blowing from 190° South to North,0.88,1013,8.0,190.0,South,NO,,0.46
6698,2022-09-29,22:00:00,17,Clear,7,Wind blowing from 190° South to North,0.88,1014,8.0,190.0,South,NO,22:14:00,1.04
6694,2022-09-29,23:00:00,17,Cloudy,17,Wind blowing from 180° South to North,0.73,1016,,180.0,South,NO,,1.04
6733,2022-09-30,00:00:00,16,Clear,4,Wind blowing from 0° North to South,0.88,1013,16.0,0.0,North,NO,,1.04
6729,2022-09-30,01:00:00,16,Cloudy,6,Wind blowing from 350° North to South,0.88,1013,,350.0,North,NO,,1.04
6730,2022-09-30,02:00:00,15,Clear,9,Wind blowing from 330° North-northwest to South-southeast,0.88,1013,16.0,330.0,Northwest,NO,,1.04
6731,2022-09-30,03:00:00,16,Cloudy,7,Wind blowing from 340° North-northwest to South-southeast,0.88,1013,,340.0,North,NO,,1.04
6732,2022-09-30,04:00:00,16,Cloudy,7,Wind blowing from 350° North to South,0.88,1012,,350.0,North,NO,,1.04
6738,2022-09-30,05:00:00,16,Cloudy,7,Wind blowing from 60° East-northeast to West-southwest,0.88,1012,,60.0,Northeast,NO,,1.04
6734,2022-09-30,06:00:00,15,Cloudy,6,Wind blowing from 120° East-southeast to West-northwest,0.88,1011,,120.0,Southeast,NO,05:49:00,0.41
6735,2022-09-30,07:00:00,16,Clear,7,Wind blowing from 110° East-southeast to West-northwest,0.88,1011,16.0,110.0,East,NO,,0.41
6736,2022-09-30,08:00:00,15,Clear,13,Wind blowing from 80° East to West,0.94,1012,16.0,80.0,East,NO,,0.41
6737,2022-09-30,09:00:00,16,Clear,11,Wind blowing from 80° East to West,0.88,1013,16.0,80.0,East,NO,,0.41
6725,2022-09-30,10:00:00,15,Light Rain,4,Wind blowing from 0° North to South,1.0,1013,5.0,0.0,North,NO,,0.41
6727,2022-09-30,10:00:00,16,Light Rain,6,Wind blowing from 70° East-northeast to West-southwest,0.88,1013,4.0,70.0,East,NO,,0.41
6728,2022-09-30,10:00:00,15,Rainy,0,Wind blowing from 0° North to South,0.94,1013,3.0,0.0,North,NO,,0.41
6723,2022-09-30,11:00:00,16,Clear,2,Wind blowing from 0° North to South,0.94,1012,16.0,0.0,North,NO,10:56:00,1.1
6714,2022-09-30,12:00:00,16,Light Rain,7,Wind blowing from 40° Northeast to Southwest,0.88,1012,8.0,40.0,Northeast,NO,,1.1
6715,2022-09-30,13:00:00,16,Cloudy,6,Wind blowing from 60° East-northeast to West-southwest,0.94,1012,,60.0,Northeast,NO,,1.1
6716,2022-09-30,14:00:00,17,Cloudy,4,Wind blowing from 0° North to South,0.88,1012,,0.0,North,NO,,1.1
6717,2022-09-30,15:00:00,16,Cloudy,7,Wind blowing from 80° East to West,0.94,1011,9.0,80.0,East,NO,,1.1
6718,2022-09-30,16:00:00,16,Clear,6,Wind blowing from 0° North to South,0.88,1011,9.0,0.0,North,NO,,1.1
6724,2022-09-30,17:00:00,16,Clear,4,Wind blowing from 0° North to South,0.88,1011,9.0,0.0,North,NO,,1.1
6720,2022-09-30,18:00:00,17,Fog,4,Wind blowing from 0° North to South,0.88,1012,4.0,0.0,North,NO,18:10:00,0.48
6721,2022-09-30,19:00:00,17,Clear,9,Wind blowing from 200° South-southwest to North-northeast,0.83,1013,6.0,200.0,South,NO,,0.48
6726,2022-09-30,20:00:00,17,Clear,9,Wind blowing from 190° South to North,0.88,1013,8.0,190.0,South,NO,,0.48
6722,2022-09-30,22:00:00,17,Clear,7,Wind blowing from 190° South to North,0.88,1014,8.0,190.0,South,NO,,0.48
6719,2022-09-30,23:00:00,17,Cloudy,17,Wind blowing from 180° South to North,0.73,1016,,180.0,South,NO,22:56:00,1.18
6752,2022-10-01,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,23:42:00,1.3
6753,2022-10-01,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,1.3
6754,2022-10-01,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,1.3
6755,2022-10-01,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,,1.3
6761,2022-10-01,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,,1.3
6757,2022-10-01,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,1.3
6758,2022-10-01,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,1.3
6759,2022-10-01,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,06:38:00,0.43
6760,2022-10-01,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,0.43
6751,2022-10-01,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,0.43
6756,2022-10-01,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,,0.43
6749,2022-10-01,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,0.43
6740,2022-10-01,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,11:32:00,1.07
6748,2022-10-01,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,,1.07
6747,2022-10-01,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,,1.07
6746,2022-10-01,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,1.07
6745,2022-10-01,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,1.07
6744,2022-10-01,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,,1.07
6743,2022-10-01,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,1.07
6742,2022-10-01,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,18:44:00,0.5
6741,2022-10-01,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.5
6750,2022-10-01,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,,0.5
6739,2022-10-01,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.5
6783,2022-10-02,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,,0.5
6782,2022-10-02,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,0.5
6781,2022-10-02,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,0.5
6780,2022-10-02,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,,0.5
6779,2022-10-02,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,,0.5
6778,2022-10-02,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,0.5
6777,2022-10-02,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,0.5
6776,2022-10-02,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,0.5
6775,2022-10-02,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,07:31:00,0.46
6784,2022-10-02,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,0.46
6774,2022-10-02,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,,0.46
6770,2022-10-02,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,0.46
6762,2022-10-02,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,12:12:00,1.02
6763,2022-10-02,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,,1.02
6764,2022-10-02,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,,1.02
6765,2022-10-02,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,1.02
6766,2022-10-02,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,1.02
6772,2022-10-02,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,,1.02
6767,2022-10-02,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,1.02
6768,2022-10-02,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,19:18:00,0.52
6769,2022-10-02,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.52
6773,2022-10-02,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,,0.52
6771,2022-10-02,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.52
6806,2022-10-03,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,,0.52
6805,2022-10-03,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,00:33:00,1.39
6804,2022-10-03,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,1.39
6803,2022-10-03,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,,1.39
6802,2022-10-03,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,,1.39
6801,2022-10-03,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,1.39
6800,2022-10-03,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,1.39
6799,2022-10-03,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,1.39
6797,2022-10-03,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,08:29:00,0.5
6798,2022-10-03,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,0.5
6807,2022-10-03,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,,0.5
6796,2022-10-03,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,0.5
6794,2022-10-03,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,,0.5
6786,2022-10-03,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,12:58:00,0.95
6787,2022-10-03,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,,0.95
6788,2022-10-03,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,0.95
6789,2022-10-03,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,0.95
6795,2022-10-03,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,,0.95
6791,2022-10-03,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,0.95
6792,2022-10-03,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,,0.95
6793,2022-10-03,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,19:55:00,0.54
6790,2022-10-03,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,,0.54
6785,2022-10-03,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.54
6830,2022-10-04,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,,0.54
6829,2022-10-04,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,0.54
6828,2022-10-04,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,01:30:00,1.44
6827,2022-10-04,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,,1.44
6826,2022-10-04,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,,1.44
6825,2022-10-04,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,1.44
6824,2022-10-04,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,1.44
6823,2022-10-04,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,1.44
6822,2022-10-04,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.44
6821,2022-10-04,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.44
6820,2022-10-04,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,09:34:00,0.53
6819,2022-10-04,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,0.53
6817,2022-10-04,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,,0.53
6808,2022-10-04,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,,0.53
6809,2022-10-04,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,13:53:00,0.86
6810,2022-10-04,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,0.86
6811,2022-10-04,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,0.86
6812,2022-10-04,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,,0.86
6818,2022-10-04,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,0.86
6814,2022-10-04,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,,0.86
6815,2022-10-04,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.86
6816,2022-10-04,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,,0.86
6813,2022-10-04,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.86
6852,2022-10-05,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,,0.86
6851,2022-10-05,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,0.86
6850,2022-10-05,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,0.86
6849,2022-10-05,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,02:35:00,1.46
6848,2022-10-05,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,,1.46
6847,2022-10-05,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,1.46
6846,2022-10-05,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,1.46
6845,2022-10-05,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,1.46
6844,2022-10-05,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.46
6843,2022-10-05,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.46
6853,2022-10-05,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,,1.46
6841,2022-10-05,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,10:48:00,0.54
6839,2022-10-05,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,,0.54
6831,2022-10-05,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,,0.54
6832,2022-10-05,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,,0.54
6833,2022-10-05,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,15:12:00,0.79
6834,2022-10-05,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,0.79
6840,2022-10-05,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,,0.79
6836,2022-10-05,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,0.79
6837,2022-10-05,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,,0.79
6838,2022-10-05,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.79
6835,2022-10-05,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,,0.79
6842,2022-10-05,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.79
6867,2022-10-06,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,,0.79
6868,2022-10-06,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,0.79
6869,2022-10-06,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,0.79
6870,2022-10-06,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,,0.79
6876,2022-10-06,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,03:49:00,1.46
6872,2022-10-06,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,1.46
6873,2022-10-06,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,1.46
6874,2022-10-06,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,1.46
6875,2022-10-06,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.46
6866,2022-10-06,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.46
6871,2022-10-06,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,,1.46
